"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"287","(주)오스테오닉","[Q.A] 품질 보증 경력직 모집","2","141","경력 3~10년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 구로구지도","2019.04.09 15:00","2019.04.24 23:59","활동/경험 해당직무 근무경험","선택적복리후생","인센티브제, 스톡옵션, 퇴직금, 4대 보험",NA,"우수사원시상식, 워크샵, 플레이샵, 점심식사 제공",NA,NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"288","(주)혜인식품","MIS팀 신입 및 경력 직원 채용","9","322","무관(신입포함)","대졸(2,3년제) 이상","무관","면접후 결정","정규직","팀원, 팀장","주 5일(월~금) ","서울 도봉구지도","2019.04.09 14:00","2019.05.09 23:59","전공컴퓨터/시스템공학활동/경험 해당직무 근무경험근무조건 인근거주자","건강검진, 각종 경조사 지원","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 도서구...","회의실, 전용 사옥, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 주차장제공","연차, 경조휴가제, 근로자의 날 휴무","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,"12"
"289","㈜동화엔텍","(주)동화엔텍 기술영업1팀 경력 사원 모집","24","590","경력(년수무관)","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 08시 ~ 오후 05시","부산 강서구지도","2019.04.09 15:00","2019.05.09 23:59","전공기계/자동차/조선공학외국어 능력 영어가능자, 일본어 가능자활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 체...","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특...","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교...","사내 어린이집 운영, 휴게실, 회의실, 전용 사옥, 휠체어용 난간, 장애인 화장실, 장...","통근버스 운행, 주택자금 융자, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 휴가...","노조/노사협의회, 자유복장",NA,NA,"19"
"290","CJ푸드빌","[CJ푸드빌] 인테리어 담당 경력사원 모집(부산지역)","5","144","경력 5년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 중구지도","2019.04.09 15:00","2019.04.14 23:59",NA,NA,NA,NA,NA,"휴게실, 카페테리아",NA,NA,NA,"5",NA,NA
"291","삼양식품㈜","2019년 2/4분기 삼양식품(주) 수시 채용","77","2,389","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직, 계약직정규직 수습기간 3개월계약직1년",NA,"주 5일(월~금) ","서울 성북구지도","2019.04.09 14:00","2019.04.21 23:59",NA,"건강검진","퇴직연금, 상여금, 휴일(특근)수당, 직책수당, 장기근속수당, 가족수당, 4대 보험",NA,"구내식당(사원식당), 점심식사 제공, 사우회(경조사회)","휴게실, 회의실, 전용 사옥, 사내 정원, 노트북, 사원증, 사무용품 지급","주차장제공","연차, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출...","노조/노사협의회","82",NA,"11"
"292","(주)리치앤코","2019 리치앤코 부문별 경력사원 모집","6","597","경력 1년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) 오전 9시~오후 6시","서울 중구지도","2019.04.09 13:00","2019.04.22 23:59","기타보험사 및 GA 근무 경력자","건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 사내동호회 운영","카페테리아, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"293","썬스타(주)","영업부(해외영업 / 영업기획&마케팅) 공채 모집","49","708","신입·경력 2~5년","대졸(4년제) 이상","무관","면접후 결정","정규직","주임, 대리 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","인천 부평구지도","2019.04.09 15:00","2019.04.24 23:59","전공영어영문학, 기계/자동차/조선공학, 상경계열외국어TOEIC 700급(점) 이상외국어 능력 영어가능자, 중국어 가능자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수근무조건 해외근무 가능자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책수당, 자격증수당...","명절선물/귀향비","우수사원시상식, 신입사원교육(OJT), 구내식당(사원식당), 점심식사 제공, 저녁식사 ...","휴게실, 회의실, 유니폼지급, 사원증, 사무용품 지급","차량유류비지급, 주차장제공, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가",NA,NA,NA,NA
"294","대웅바이오(주)","대웅바이오 의약품 합성연구 담당자 경력 채용","14","336","경력 3년 이상","석사졸업 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 08:00 ~ 17:00","경기 화성시, 수원시지도","2019.04.09 16:00","2019.04.21 23:59","전공화학, 화학공학활동/경험 해당직무 근무경험","건강검진, 각종 경조사 지원, 선택적복리후생","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","생일선물/파티","우수사원시상식, 워크샵, 점심식사 제공, 사내동호회 운영","사내 정원",NA,"Refresh휴가, 육아휴직, 보건휴가",NA,NA,NA,NA
"295","에스케이하이닉스시스템아이씨(주)","[경력]인사기획(HR) / 채용운영 모집","51","2,633","경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직","면접후 결정",NA,"충북 청주시, 충북전체, 청주시 흥덕구, 아시아·중동 중국.홍콩","2019.04.09 00:00","2019.04.14 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",NA,NA
"296","㈜삼탄","㈜삼탄 2019년 경력사원 공개채용","104","5,504","경력","대졸(2,3년제) 이상 부문별 상이","무관","회사내규에 따름","정규직","팀원","주 5일(월~금) 오전 8시 30분 ~ 오후 6시","서울 강남구, 아시아·중동 인도네시아지도","2019.04.10 09:00","2019.04.23 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76",NA,NA
"297","(주)인포마크","HW 신뢰성 평가 경력직 채용의 件","6","208","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","선임연구원, 책임연구원 / 팀원","주 5일(월~금) 09:30 ~ 18:30","경기 성남시 분당구지도","2019.04.09 15:00","2019.05.09 23:59",NA,"건강검진, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비","저녁식사 제공","카페테리아, 사내 정원, 노트북, 사원증","야간교통비지급, 주차비지원",NA,"자유복장",NA,NA,NA
"298","㈜셀트리온","(주)셀트리온 - 엔지니어링분야&IT분야 경력 수시 채용","14","1,184","경력 5년 이상","학력무관","무관","면접후 결정","정규직",NA,"주 5일(월~금) ","인천 연수구지도","2019.04.09 00:00","2019.04.18 15:00",NA,"건강검진, 의료비지원(본인), 각종 경조사 지원, 단체 상해보험, 체력단련실운영, ...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금,...","명절선물/귀향비, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 구내...","사내 어린이집 운영, 휴게실, 회의실, 공기청정기, 카페테리아, 전용 사옥, 사내 정...","통근버스 운행, 야간교통비지급, 주차장제공, 주차비지원, 회사차량 있음","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남...","회식강요 안함, 야근강요 안함, 자유복장","40",NA,"2"
"299","㈜우성엠엔피","㈜우성엠엔피 VC개발 사원 모집","5","259","경력","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"경기 평택시","2019.04.09 00:00","2019.04.21 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","KDB캐피탈㈜","신입직원 및 경력직원 채용공고","206","2,949","신입·경력 2년 이상","학력무관","무관","회사내규에 따름",NA,NA,NA,"서울 영등포구","2019.04.09 00:00","2019.04.22 14:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"177",NA,"33"
"301","(주)타임교육","(주)타임교육 출판마케팅사업부 정규직 일반사무, CS 담당자모집","18","151","무관(신입포함)","대졸(4년제) 이상","무관","2,600~2,800만원","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 9시~오후 6시","서울 성동구지도","2019.04.09 15:00","2019.04.20 23:59","활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 각종 경조사 지원","퇴직연금, 인센티브제, 장기근속자 포상, 퇴직금, 휴일(특근)수당, 연차수당, 직책...","명절선물/귀향비","워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 저녁식...","휴게실, 사원증, 사무용품 지급","야간교통비지급","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴...","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"302","(주)리치앤코","2019 리치앤코/리치플래닛 마케팅 부문별 경력사원 모집","7","166","경력 1년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) ","서울 중구지도","2019.04.09 15:00","2019.04.22 23:59","기타보험사 및 GA 근무 경력자","건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 사내동호회 운영","카페테리아, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"303","(주)코멧","생산 · 품질관리 정규직 모집합니다(신입사원)","17","449","신입","학력무관","무관","면접후 결정","정규직","사원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","경기 파주시지도","2019.04.09 15:00","2019.04.21 23:59","전공금속/비금속공학, 신소재/재료공학자격증1종보통운전면허근무조건 인근거주자, 운전가능자","건강검진, 직원대출제도, 각종 경조사 지원, 체력단련실운영","상여금, 야근수당, 4대 보험","명절선물/귀향비, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공","휴게실, 회의실, 공기청정기","기숙사 운영, 통근버스 운행",NA,NA,NA,NA,NA
"304","㈜동아엘텍","㈜동아엘텍 장비제어 SW/영상처리 머신비젼 부문 채용","13","359","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","경기 안양시","2019.04.10 00:00","2019.04.30 23:59","전공컴퓨터/시스템공학, 전기/전자공학, 기계/자동차/조선공학","건강검진, 금연수당, 체력단련실운영, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회), 음료제공(차, ...","수면실, 회의실, 전용 사옥, 노트북, 사원증, 사무용품 지급","주차장제공","연차, 산전 후 휴가, 휴양시설 제공","노조/노사협의회, 자유복장",NA,NA,NA
"305","㈜서희건설","서희그룹 경력/신입 채용","59","2,615","신입·경력","대졸(4년제) 이상 건설현장은 2(3)년제 정규대학 졸업자","무관","회사내규에 따름","정규직, 계약직","면접후 결정",NA,"서울 서초구, 경기 여주시, 전남 광양시, 전국","2019.04.09 00:00","2019.04.17 17:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"59",NA,NA
"306","㈜한국팩키지","[전략기획팀] 기획·전략·경영 정규직 채용","25","1,112","경력 7년 이하","대졸(4년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 강남구","2019.04.09 00:00","2019.04.16 23:59","전공경영학, 경제학, 회계학","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차...","명절선물/귀향비, 창립일선물지급","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 아침식사 제공","휴게실, 회의실, 카페테리아",NA,"산전 후 휴가, 육아휴직, 휴양시설 제공","노조/노사협의회",NA,NA,NA
"307","(재)중소기업연구원","2019년도 상반기 공개채용 공고","302","3,527","신입·경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직, 계약직",NA,NA,"서울 동작구지도","2019.04.09 00:00","2019.04.23 18:00","기본보훈대상자, 장애인우대",NA,NA,NA,NA,NA,NA,NA,NA,"225",NA,"85"
"308","엔피씨(주) - (구)내쇼날프라스틱(주)","엔피씨(주) 구매관리 신입사원 채용","33","565","신입","고교졸업 이상(예정자 가능)","무관","회사내규에 따름연말인센티브 별도지급","정규직","사원 / 팀원","주 5일(월~금) 09:00 ~ 18:00","경기 안산시 단원구지도","2019.04.09 16:00","2019.04.14 23:59","기본보훈대상자근무조건 인근거주자","건강검진, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 연차수당, 직책수당, 장기근속수당, 가족...","명절선물/귀향비, 창립일선물지급","창립일행사, 직무능력향상교육, 구내식당(사원식당), 점심식사 제공, 저녁식사 제...","휴게실","주차장제공","연차, 여름휴가, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 산...","회식강요 안함, 야근강요 안함",NA,NA,NA
"309","한무컨벤션주식회사","호텔 오크우드프리미어 판촉팀 PR담당 직원 모집","6","130","경력 3~5년","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.09 15:00","2019.04.19 17:00",NA,"건강검진, 각종 경조사 지원, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티","창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 리더쉽강화교육, 멘토링...","휴게실, 수면실, 공기청정기, 유니폼지급, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"310","(주)쌍용씨앤비","해외사업팀, 온라인마케터, 기획조정실(경영기획팀) 경력사원 채용","25","1,072","경력 5년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정","주 5일(월~금) ","서울 동작구","2019.04.09 00:00","2019.04.16 23:59","기본보훈대상자","건강검진, 각종 경조사 지원, 업무활동비 지급, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티","사내동호회 운영, 식비 지원, 음료제공(차, 커피)",NA,"차량유류비지급","산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴가","노조/노사협의회",NA,NA,NA
"311","(주)태우그린푸드","총무부 서무과 전산관리직 정규직/계약직 채용","22","484","신입·경력 2년 이상","대졸(2,3년제) 이상","27~32세/여자","면접후 결정상여금, 퇴직금 별도","정규직 수습기간 3개월","주임, 사원 / 팀원","주 40시간 오전 8:30~ 오후 6:30","서울 성동구지도","2019.04.09 16:00","2019.05.09 23:59","전공유통/무역학자격증유통관리사1급, 유통관리사2급, 유통관리사3급기본여성우대활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자근무조건 인근거주자","건강검진","인센티브제, 우수사원포상, 퇴직금, 연차수당, 4대 보험","명절선물/귀향비","우수사원시상식, 플레이샵, 구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","회의실, 전용 사옥, 사내 정원, 유도점자블록, 장애인 화장실, 유니폼지급",NA,"여름휴가, 경조휴가제, 휴가비지원","노조/노사협의회, 회식강요 안함, 자유복장",NA,NA,NA
"312","오텍캐리어냉장(유)","오텍캐리어냉장 가전영업팀 채용","8","286","신입·경력 1년 이상","대졸(4년제) 이상 냉동/기계공학, 전자공학 선호","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 사원, 과장","주 5일(월~금) 오전 8시 ~ 오후 6시","서울 영등포구지도","2019.04.09 16:00","2019.05.09 23:59","전공전기/전자공학, 기계/자동차/조선공학, 공학계열활동/경험 해당직무 근무경험자격/능력 문서작성 우수자, 엑셀 고급능력자","건강검진, 각종 경조사 지원, 자녀학자금","인센티브제, 우수사원포상, 퇴직금, 4대 보험",NA,"점심식사 제공, 저녁식사 제공, 음료제공(차, 커피)","노트북, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차","수평적 조직문화, 회식강요 안함, 야근강요 안함",NA,NA,NA
"313","(주)하원제약","경리부 경리·출납·결산 경력/신입 채용 공고","122","1,033","신입·경력 1~3년","대졸(2,3년제) 이상","무관","2,800~3,000만원","정규직 수습기간 3개월","팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","서울 강남구지도","2019.04.09 16:00","2019.04.30 23:59","전공회계학자격/능력 더존/회계 능숙자근무조건 인근거주자","건강검진, 각종 경조사 지원","퇴직연금, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특근)...","생일선물/파티","워크샵, 구내식당(사원식당), 점심식사 제공, 음료제공(차, 커피)","회의실","사택제공","연차, 경조휴가제, 근로자의 날 휴무, 산전 후 휴가, 남성출산휴가, 보건휴가","야근강요 안함",NA,NA,NA
"314","(주)야놀자","[야놀자] [피플파트너실]HR Program Specialist","10","269","경력 2년 이상","대졸(4년제) 이상(예정자 가능)","무관","면접후 결정","인턴직 6개월, 정규직 전환 가능",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.09 16:00","2019.05.09 23:59",NA,"건강검진","인센티브제, 장기근속수당","생일선물/파티","도서구입비지원, 교육비 지원, 점심식사 제공","휴게실, 자회사 제품할인",NA,NA,NA,"14",NA,NA
"315","(주)리치앤코","2019 리치앤코/리치플래닛 ICT 부문별 경력사원 모집","4","129","경력 1년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","팀원","주 5일(월~금) ","서울 중구지도","2019.04.09 16:00","2019.04.22 23:59","기타보험사 및 GA 근무 경력자","건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 사내동호회 운영","카페테리아, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"316","아미코젠㈜","아미코젠(주) 기업공시 담당자 채용","14","575","신입·경력 2년 이상","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","정규직 수습기간 3개월",NA,NA,"경기 성남시 분당구, 성남시","2019.04.09 00:00","2019.04.14 23:59",NA,"자녀학자금","인센티브제, 스톡옵션","명절선물/귀향비, 생일선물/파티","점심식사 제공, 저녁식사 제공",NA,NA,NA,NA,"15",NA,NA
"317","네오위즈","[네오위즈에이블스튜디오] 각 부문 신입/경력 담당자모집","12","238","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직","사원 / 팀원","주 5일(월~금) 오전 9시 30분 ~ 오후 6시 30분","경기 성남시 분당구지도","2019.04.09 16:00","2019.04.30 23:59",NA,"건강검진, 각종 경조사 지원","인센티브제, 장기근속자 포상, 퇴직금, 4대 보험","명절선물/귀향비, 결혼기념일선물","구내식당(사원식당), 저녁식사 제공, 사내동호회 운영, 식비 지원, 음료제공(차, 커피)","수유실, 휴게실, 수면실, 회의실, 공기청정기, 카페테리아, 게임기, 전용 사옥, 사무...","야간교통비지급, 주차장제공, 회사차량 있음","연차, 경조휴가제, 반차, Refresh휴가, 산전 후 휴가, 육아휴직, 남성출산휴가, 보건휴...","수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장","15",NA,NA
"318","(주)리치앤코","[경력] 애드인슈 영업기획/지원 담당 모집","1","27","경력 3년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월","대리, 사원 / 팀원","주 5일(월~금) ","서울 중구지도","2019.04.09 16:00","2019.04.22 23:59","기타보험사 및 GA 근무 경력자","건강검진, 각종 경조사 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"워크샵, 신입사원교육(OJT), 교육비 지원, 사내동호회 운영","카페테리아, 사원증, 자회사 제품할인, 사무용품 지급",NA,"연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 휴가비지원",NA,NA,NA,NA
"319","한세엠케이(주)","한세엠케이(주) NBA 키즈 영업 팀장 채용","10","152","경력 8년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직","과장, 차장","주 5일(월~금) 오전 9시~오후 6시","서울 강남구지도","2019.04.09 16:00","2019.04.24 23:59",NA,NA,"퇴직금, 4대 보험",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","퀴아젠코리아(유)","학술·영업·마케팅부문 경력사원 채용","19","3,226","경력 2년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 중구, 서울전체지도","2019.04.09 00:00","2019.04.30 23:59","외국어 능력 영어가능자, 영어능통자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","(주)플레이디","[KT그룹-플레이디] 2019년 상반기 신입/경력사원 모집","258","1,697","신입·경력(년수무관)","학력무관","무관","회사내규에 따름","정규직, 인턴직정규직 수습기간 3개월인턴직2개월, 정규직 전환 가능",NA,"주 5일(월~금) 오전 10시~오후 7시","경기 성남시 분당구지도","2019.04.10 11:00","2019.04.24 23:59",NA,"건강검진, 각종 경조사 지원, 단체 상해보험, 문화생활비, 통신비 지원","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티","워크샵, 자기계발비 지원, 사내동호회 운영, 아침식사 제공, 식비 지원, 음료제공(...","휴게실, 회의실, 카페테리아, 노트북, 사원증, 사무용품 지급","야간교통비지급","연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직, 보건휴가, 휴양시설 제공","야근강요 안함, 자유복장","210",NA,"40"
"322","에스디바이오센서","2019년 상반기 각 부문 신입/경력 채용","123","3,180","신입·경력","대졸(2,3년제) 이상 (부문별 상이)","무관","회사내규에 따름","정규직",NA,NA,"경기 수원시, 경기전체, 충북전체, 충북 충주시","2019.04.09 00:00","2019.04.19 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42"
"323","(주)파워로직스","HRD 담당 신입 및 경력사원 모집","115","2,225","무관(신입포함)","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름퇴직금/휴일수당 별도","정규직 수습기간 3개월","면접후 결정 / 팀원","주 5일(월~금) 오전 8시 30분~오후 5시 30분","충북 청주시 흥덕구, 충북전체, 대전전체, 세종특별자치시","2019.04.09 00:00","2019.04.28 23:59","전공어학계열, 상경계열, 사범계열","건강검진, 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특...","명절선물/귀향비, 생일선물/파티","워크샵, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교육, 외국어 교육 지원, ...","휴게실, 회의실, 전용 사옥, 사원증, 콘도/리조트 이용권, 사무용품 지급","기숙사 운영, 통근버스 운행, 사택제공, 주차장제공, 회사차량 있음","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 남성출산휴가,...","야근강요 안함, 캐주얼데이",NA,NA,"91"
"324","케이씨씨오토(주)","Benz 공식딜러사 KCC오토 부품관리 및 부품외부판매 담당자모집","7","102","경력 1년 이상","학력무관","무관","회사내규에 따름","정규직 수습기간 3개월",NA,"주 5일(월~금) ","서울 강서구지도","2019.04.09 17:00","2019.04.24 23:59",NA,"건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 자녀학자금","장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험","명절선물/귀향비, 생일선물/파티, 결혼기념일선물","창립일행사, 우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 리더쉽강화교...","휴게실, 회의실, 카페테리아, 전용 사옥, 사내 정원, 사무용품 지급",NA,"연차, 경조휴가제, 반차, 산전 후 휴가, 육아휴직","회식강요 안함, 야근강요 안함",NA,NA,NA
"325","한화호텔앤드리조트(주)","본사 리조트 개발 및 신규사업 기획 담당 경력 모집","8","337","경력 5년 이상","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","대리","주 5일(월~금) 오전 9시~오후 6시","서울 영등포구지도","2019.04.09 17:00","2019.04.16 23:00","전공사회과학계열, 건축/토목/조경/도시공학, 경영학기본국가유공자, 보훈대상자외국어 능력 일본어 가능자활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 단체 상해보험, 의...","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, ...","명절선물/귀향비, 창립일선물지급, 생일선물/파티, 크리스마스 선물, 결혼기념일선물","창립일행사, 우수사원시상식, 워크샵, 플레이샵, 신입사원교육(OJT), 직무능력향상...","수유실, 휴게실, 수면실, 회의실, 카페테리아, 전용 사옥, 사내 정원, 건물 내 경사...","기숙사 운영, 차량유류비지급, 통근버스 운행, 사택제공, 사원아파트 임대, 야간교...","연차, 여름휴가, 경조휴가제, 반차, Refresh휴가, 창립일휴무, 근로자의 날 휴무, 휴가...","노조/노사협의회, 수평적 조직문화, 회식강요 안함, 야근강요 안함, 자유복장, 캐주얼데이","13",NA,NA
"326","한세드림(주)","패턴사 경력사원 채용","2","99","경력 8~12년","고교졸업 이상","무관","회사내규에 따름","정규직","대리, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 마포구지도","2019.04.09 17:00","2019.04.30 23:59","활동/경험 해당직무 근무경험","건강검진, 의료비지원(본인), 각종 경조사 지원, 업무활동비 지급","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 휴일(특근)수당, 연차수당, 4대 보험","명절선물/귀향비, 생일선물/파티","우수사원시상식, 워크샵, 플레이샵, 교육비 지원, 사우회(경조사회)","휴게실, 회의실, 사원증, 자회사 제품할인, 사무용품 지급","주차장제공, 주차비지원","연차, 여름휴가, 경조휴가제, 반차","자유복장",NA,NA,NA
"327","세종텔레콤(주)","각 부문 신입 및 경력사원 모집","101","5,832","신입·경력","대졸(4년제) 이상 각 모집부문에 따라 상이","무관","회사내규에 따름","정규직, 계약직","면접후 결정",NA,"서울 강동구, 강남구","2019.04.09 00:00","2019.04.21 23:00","기본보훈대상자, 장애인우대활동/경험 해당직무 근무경험",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
