"","회사명","공고제목","즐겨찾기 수","조회수","경력","학력","나이/성별","급여","근무형태","직급/직책","근무일시","근무지역","시작일","마감일","우대사항","지원금/보험","급여제도","선물","교육/생활","근무 환경","출퇴근","리프레시","조직문화","홈페이지접속","필수사항","자사양식다운수"
"27","한국교직원공제회","한국교직원공제회 2019년 신입직원 채용","1,075","23,398","신입","학력무관(예정자 가능)","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울전체, 경기전체, 인천전체, 광주전체, 제주전체, 전국","2019.04.03 10:00","2019.04.16 18:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"638",NA,NA
"28","(주)대저건설","[㈜대저건설] 경리회계 및 건축지원팀 경력직 채용공고","45","976","경력","학력무관","무관","회사내규에 따름","정규직","면접후 결정",NA,"경남 김해시, 전국지도","2019.04.01 00:00","2019.04.30 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39"
"29","삼보모터스(주)","삼보모터스 해외(일본)PQE 신입 및 경력 수시 채용","45","1,107","신입·경력 2년 이상","대졸(4년제) 이상","무관","회사내규에 따름","정규직, 인턴직인턴직6개월, 정규직 전환 가능","사원, 계장, 대리","주 5일(월~금) 08:00~18:00","대구 달서구지도","2019.04.01 16:00","2019.04.15 23:59","기본국가유공자, 보훈대상자외국어 능력 영어가능자, 일본어 가능자, 중국어 가능자, 독일어 가능자, 스페인어 가능자활동/경험 해당직무 인턴경력, 해당직무 근무경험","건강검진","퇴직금, 4대 보험",NA,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 사내...","사무용품 지급","통근버스 운행","연차, 여름휴가, 경조휴가제",NA,"46","외국어JLPT 1급(점) 이상, JPT 800급(점) 이상","24"
"30","예스이십사㈜","[YES24] 플랫폼 컨버전스팀 데이터 수집/분석 개발자 채용","55","904","무관(신입포함)","대졸(4년제) 이상","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 영등포구지도","2019.04.01 16:00","2019.05.01 23:59","전공수학/통계학, 컴퓨터/시스템공학기본국가유공자, 보훈대상자, 장애인우대활동/경험 해당직무 근무경험자격/능력 통계분석능숙자","건강검진, 각종 경조사 지원","인센티브제, 퇴직금, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","사내동호회 운영, 식비 지원","수유실",NA,NA,"자유복장",NA,NA,NA
"31","(주)바바패션","(주)바바패션 온라인사업부(바바더닷컴) 웹디자이너 채용","18","249","경력 3~10년","학력무관","40세 이상/성별무관","면접후 결정야근식대 제공","정규직","대리, 과장","주 5일(월~금) 오전 9시~오후 6시","서울 강남구지도","2019.04.01 16:00","2019.05.01 23:59","기타웹 에이전시 경력자 우대, 쇼핑몰 경험자 우대","건강검진, 각종 경조사 지원, 결혼준비 지원","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 연차수당, 4대 보험","생일선물/파티","저녁식사 제공, 사내동호회 운영, 사우회(경조사회)",NA,NA,"산전 후 휴가","자유복장",NA,NA,NA
"32","(주)모아종합건설","2019년 상반기 각 부문 신입/경력 채용","172","18,365","신입·경력","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직, 계약직","면접후 결정",NA,"광주 북구, 광주전체, 서울전체, 경기전체, 인천전체, 대구전체, 전국, 세종특별자치시","2019.04.01 00:00","2019.04.15 23:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"162"
"33","태창철강(주)","태창철강 매입담당 채용공고","52","527","신입","대졸(4년제) 이상","무관","3,250 만원PS(Profit Sharing) 별도","정규직 수습기간 3개월","사원 / 팀원","주 5일(월~금) 평일 8시~18시 [점심시간] 12시~13시","경기 군포시지도","2019.04.01 16:00","2019.04.14 23:59","자격/능력 컴퓨터활용능력 우수, 문서작성 우수자","건강검진, 각종 경조사 지원, 체력단련실운영, 자녀학자금","인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 4대 보험",NA,"신입사원교육(OJT), 교육비 지원, 점심식사 제공, 저녁식사 제공",NA,NA,"연차, 여름휴가, 경조휴가제, 반차, 산전 후 휴가, 육아휴직",NA,NA,NA,NA
"34","유진투자증권(주)","유진투자증권 해외대학 정규직 전환형 인턴 채용","71","2,399","신입","대졸(4년제) 이상(예정자 가능)","무관","회사내규에 따름","인턴직 3개월, 정규직 전환 가능","면접후 결정",NA,"서울 영등포구, 서울전체","2019.04.01 08:00","2019.04.14 23:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84",NA,NA
"35","㈜모다이노칩","[베트남 근무, 베트남어 가능자] 생산관리","4","666","경력 4~10년","대졸(4년제) 이상","무관","회사내규에 따름","정규직","대리","주 6일(월~토) 오전 8시 30분~오후 5시 30분","아시아·중동 베트남지도","2019.04.01 16:00","2019.05.01 23:59","외국어베트남어 OPI (OPI VIETNAMESE) IM급(점) 이상, 호치민 인사대 베트남어 능력시험 B1급(점) 이상, 하노이 국립외대 베트남어 능력시험 IM급(점) 이상","건강검진, 직원대출제도, 각종 경조사 지원, 단체 상해보험, 통신비 지원","퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원포상, 스톡옵션, 퇴직금,...","명절선물/귀향비, 창립일선물지급, 생일선물/파티","구내식당(사원식당), 점심식사 제공, 저녁식사 제공, 사내동호회 운영, 사우회(경조사회)","휴게실, 전용 사옥, 건물 내 경사로, 유도점자블록, 장애인 화장실, 사무용품 지급","통근버스 운행, 주차장제공, 회사차량 있음","연차, 여름휴가, 경조휴가제, 창립일휴무, 근로자의 날 휴무, 휴가비지원, 포상휴가","자유복장",NA,NA,"17"
"36","(주)삼진일렉스","(주)삼진일렉스 본사 설계견적팀 경력사원 모집","3","114","경력 10년 이상","대졸(2,3년제) 이상","무관","면접후 결정","정규직 수습기간 3개월","과장, 차장","주 5일(월~금) 08:00 ~ 18:00","서울 강남구지도","2019.04.01 16:00","2019.04.19 18:00","전공전기/전자공학자격/능력 문서작성 우수자, 엑셀 고급능력자, CAD/CAM 능숙자근무조건 지방근무 가능자","건강검진, 의료비지원(본인), 직원대출제도, 각종 경조사 지원, 자녀학자금","퇴직연금, 장기근속자 포상, 우수사원포상, 퇴직금, 직책수당, 장기근속수당, 4대 보험","명절선물/귀향비, 창립일선물지급, 생일선물/파티","창립일행사, 우수사원시상식, 신입사원교육(OJT), 직무능력향상교육, 사이버연수원...","공기청정기, 전용 사옥, 사내 정원, 유니폼지급, 사원증, 사무용품 지급","차량유류비지급","연차, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴양시설 제공","회식강요 안함, 야근강요 안함, 자유복장",NA,NA,NA
"37","(주)피앤에스네트웍스","포워딩/해상 수입 업무 직원 모집","27","613","경력 3~5년","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","주임, 대리","주 5일(월~금) 오전 9시~오후 6시","서울 영등포구, 서울전체, 경기전체지도","2019.04.01 16:00","2019.05.01 23:59","외국어 능력 영어가능자, 영어능통자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, PPT능력 우수자","각종 경조사 지원","인센티브제, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험",NA,"교육비 지원, 점심식사 제공, 저녁식사 제공",NA,"야간교통비지급","연차, 경조휴가제",NA,NA,NA,NA
"38","(주)피앤에스네트웍스","포워딩/해상(벌크) 업무 직원 모집","141","937","신입·경력 3년 이하","대졸(2,3년제) 이상","무관","회사내규에 따름","정규직 수습기간 3개월","주임, 사원","주 5일(월~금) 오전 9시~오후 6시","서울 영등포구, 서울전체, 경기전체지도","2019.04.01 17:00","2019.05.01 23:59","전공유통/무역학외국어 능력 영어가능자, 영어능통자활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수, PPT능력 우수자","각종 경조사 지원","인센티브제, 퇴직금, 야근수당, 휴일(특근)수당, 4대 보험",NA,"교육비 지원, 점심식사 제공, 저녁식사 제공",NA,"야간교통비지급","연차, 경조휴가제",NA,NA,NA,NA
"39","다스코㈜","경영지원 총괄 모집","33","964","경력 20년 이상","석사졸업 이상","무관","회사내규에 따름","정규직 수습기간 3개월","임원","주 5일(월~금) ","전남 화순군","2019.04.01 00:00","2019.04.30 23:59","전공경영학, 경제학, 상경계열근무조건 인근거주자, 운전가능자","건강검진, 각종 경조사 지원, 단체 상해보험, 통신비 지원, 선택적복리후생, 자녀학자금","퇴직연금, 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 야근수당, 휴일(특...",NA,"창립일행사, 우수사원시상식, 워크샵, 신입사원교육(OJT), 직무능력향상교육, 해외...","휴게실, 회의실, 카페테리아, 전용 사옥, 유니폼지급, 노트북, 콘도/리조트 이용권, ...","차량유류비지급, 주차비지원","연차, 여름휴가, 경조휴가제, 반차, 근로자의 날 휴무, 산전 후 휴가, 육아휴직, 휴...","회식강요 안함",NA,NA,NA
"40","유진투자증권(주)","유진투자증권 업무개발팀(경력직) 채용","7","439","경력","대졸(4년제) 이상","무관","회사내규에 따름","정규직","면접후 결정",NA,"서울 영등포구","2019.04.01 00:00","2019.04.14 23:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"41","(주)카카오키즈","(주)카카오키즈 온라인 영업부문 경력 채용","132","2,217","경력(년수무관)","학력무관","무관","회사내규에 따름","정규직",NA,"주 5일(월~금) ","서울 강남구지도","2019.04.01 17:00","2019.04.15 23:59","활동/경험 해당직무 근무경험자격/능력 컴퓨터활용능력 우수근무조건 운전가능자","건강검진","인센티브제, 퇴직금, 4대 보험","생일선물/파티",NA,"회의실",NA,"연차, 여름휴가, 반차, 창립일휴무","자유복장",NA,NA,NA
"42","한화호텔앤드리조트(주)","[한화호텔앤드리조트/FC] IT기획담당 경력사원 모집","6","326","경력(년수무관)","학력무관","무관","회사내규에 따름","계약직 1년, 정규직 전환 가능",NA,"주 5일(월~금) ","서울 동대문구지도","2019.04.01 17:00","2019.04.14 23:59","자격/능력 문서작성 우수자",NA,"4대 보험",NA,NA,NA,NA,NA,NA,"16",NA,NA
